"Error: This error will block the book from publishing. The error needs to be fixed in order to publish."
"Notice: This issue will not block the book from publishing and can be safely ignored as there will be no impact."
"Type","Description","Source File","Line Number","Text Preceding Warning or Error","Recommended Fix"
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0005837 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0005869 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0005931 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0005942 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006040 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006093 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006104 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006328 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006339 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006407 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006418 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006501 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006527 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006538 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006591 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006665 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006754 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006882 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006893 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006985 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0006996 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007100 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007111 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007143 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007154 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007165 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007362 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007460 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007492 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007503 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007598 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007666 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007677 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007724 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007735 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007926 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007937 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0007969 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008121 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008132 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008164 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008190 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008201 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008269 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008280 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008291 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008353 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008406 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008432 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008536 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008619 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008651 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008683 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008715 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008726 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008752 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008763 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008915 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0008968 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0009015 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0009026 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0009100 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0009132 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0009143 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0009154 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0009342 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0009353 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0009400 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0009525 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0009572 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0009583 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0009687 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
